trial_id,phase,region,mean_activity,max_activity,activity_variance,start_time,end_time,spike_counts
29,planning,PMd,4.183098591549296,23,26.684784764927596,86.7,88.088,"[1, 1, 3, 2, 2, 0, 0, 1, 2, 3, 17, 0, 6, 20, 14, 2, 0, 0, 1, 4, 0, 1, 0, 0, 2, 7, 1, 0, 0, 0, 0, 3, 1, 15, 0, 3, 0, 1, 1, 1, 1, 3, 0, 0, 0, 7, 8, 0, 0, 4, 5, 8, 1, 0, 4, 11, 3, 7, 1, 2, 14, 0, 1, 5, 7, 0, 3, 8, 6, 13, 3, 0, 20, 0, 8, 4, 1, 4, 21, 0, 13, 4, 5, 6, 10, 2, 6, 0, 1, 0, 0, 1, 3, 3, 2, 6, 0, 7, 12, 0, 9, 0, 5, 10, 0, 0, 0, 1, 2, 14, 11, 17, 4, 3, 0, 1, 12, 0, 2, 12, 15, 0, 5, 6, 0, 1, 10, 10, 0, 0, 0, 11, 2, 6, 3, 7, 1, 23, 5, 1, 0, 6]"
30,planning,PMd,3.711267605633803,25,18.641985717119617,89.6,90.842,"[2, 3, 0, 0, 1, 1, 5, 0, 1, 9, 8, 0, 3, 9, 11, 7, 0, 0, 1, 1, 0, 3, 1, 0, 0, 5, 17, 2, 0, 0, 3, 0, 3, 9, 1, 2, 1, 1, 0, 0, 1, 4, 0, 0, 5, 6, 5, 0, 0, 3, 4, 4, 3, 0, 2, 15, 3, 5, 4, 6, 15, 1, 1, 2, 9, 1, 2, 5, 4, 3, 2, 0, 10, 2, 4, 1, 4, 5, 14, 0, 12, 3, 0, 9, 2, 0, 1, 1, 5, 1, 3, 3, 1, 0, 25, 7, 1, 1, 8, 1, 8, 1, 2, 10, 0, 2, 0, 0, 3, 9, 9, 19, 2, 7, 1, 2, 7, 0, 1, 1, 11, 7, 5, 7, 1, 6, 5, 6, 1, 0, 0, 1, 2, 5, 2, 6, 0, 7, 11, 1, 0, 10]"
31,planning,PMd,2.528169014084507,16,9.756248760166633,92.5,93.576,"[3, 1, 1, 0, 2, 0, 1, 0, 0, 0, 5, 0, 3, 16, 12, 9, 0, 0, 0, 0, 0, 0, 2, 0, 2, 5, 4, 0, 2, 0, 2, 2, 0, 6, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 6, 0, 0, 0, 6, 0, 0, 0, 1, 12, 1, 1, 3, 3, 9, 0, 0, 3, 4, 0, 1, 2, 2, 7, 0, 0, 8, 3, 5, 0, 1, 2, 11, 0, 8, 3, 0, 7, 7, 0, 2, 0, 11, 2, 0, 2, 0, 2, 6, 3, 0, 2, 5, 0, 1, 0, 2, 5, 0, 3, 0, 2, 0, 8, 9, 7, 3, 3, 2, 4, 6, 1, 0, 2, 7, 4, 6, 2, 0, 0, 6, 4, 0, 0, 2, 1, 2, 5, 2, 4, 0, 8, 2, 0, 3, 6]"
32,planning,PMd,4.584507042253521,22,26.41187264431661,95.2,96.849,"[6, 2, 0, 1, 3, 5, 5, 0, 1, 2, 22, 0, 3, 10, 13, 5, 0, 0, 1, 1, 0, 2, 2, 1, 1, 14, 13, 0, 1, 0, 2, 10, 1, 10, 1, 1, 0, 0, 1, 0, 2, 8, 1, 0, 0, 4, 11, 0, 0, 2, 1, 2, 0, 0, 7, 17, 3, 4, 3, 6, 7, 3, 3, 6, 9, 4, 1, 6, 4, 5, 0, 1, 7, 2, 11, 1, 3, 5, 15, 0, 14, 1, 3, 5, 6, 3, 7, 0, 5, 0, 1, 1, 3, 0, 19, 17, 0, 7, 5, 1, 5, 0, 6, 14, 0, 2, 0, 3, 4, 14, 19, 16, 2, 10, 1, 6, 12, 5, 0, 1, 4, 5, 14, 8, 1, 8, 11, 16, 0, 0, 1, 1, 5, 11, 2, 12, 0, 16, 3, 0, 0, 11]"
33,planning,PMd,3.7253521126760565,19,18.354146002777227,98.4,99.754,"[2, 2, 0, 0, 2, 3, 5, 0, 0, 0, 18, 0, 4, 11, 14, 4, 0, 0, 1, 3, 0, 2, 0, 0, 3, 9, 6, 0, 0, 0, 2, 7, 2, 6, 4, 2, 0, 2, 0, 0, 1, 6, 0, 0, 2, 1, 6, 0, 0, 3, 3, 3, 0, 0, 1, 19, 1, 2, 5, 2, 3, 0, 4, 10, 7, 2, 2, 5, 0, 13, 0, 1, 7, 0, 3, 3, 4, 0, 8, 3, 8, 5, 3, 9, 2, 2, 3, 0, 3, 0, 0, 0, 5, 4, 12, 5, 0, 1, 5, 1, 6, 3, 0, 14, 1, 0, 0, 6, 1, 10, 10, 13, 3, 5, 1, 1, 7, 9, 0, 2, 10, 4, 8, 8, 0, 17, 9, 14, 0, 0, 0, 0, 9, 12, 1, 6, 0, 6, 5, 2, 1, 13]"
34,planning,PMd,3.3450704225352115,19,19.634447530251936,101.4,102.339,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 8, 0, 2, 12, 9, 1, 0, 0, 3, 2, 4, 3, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 1, 6, 1, 1, 0, 1, 0, 1, 3, 1, 1, 0, 0, 3, 4, 2, 0, 1, 7, 6, 2, 1, 1, 15, 2, 3, 2, 2, 7, 1, 2, 0, 6, 0, 4, 1, 2, 5, 2, 0, 7, 0, 0, 1, 2, 2, 15, 0, 4, 1, 0, 11, 3, 0, 7, 0, 4, 0, 0, 0, 8, 11, 0, 0, 1, 0, 4, 0, 7, 0, 1, 8, 7, 8, 0, 0, 12, 19, 8, 6, 12, 5, 0, 3, 16, 0, 1, 5, 11, 3, 2, 5, 0, 0, 16, 3, 1, 0, 2, 4, 2, 16, 0, 11, 2, 19, 8, 2, 0, 10]"
35,planning,PMd,4.809859154929577,27,32.1962408252331,103.9,105.509,"[3, 0, 1, 0, 2, 2, 3, 0, 0, 4, 22, 0, 5, 27, 12, 2, 1, 1, 0, 1, 1, 1, 0, 1, 2, 7, 7, 0, 0, 0, 1, 11, 1, 10, 2, 0, 1, 3, 1, 0, 4, 4, 2, 0, 0, 3, 1, 2, 0, 3, 10, 8, 2, 0, 1, 13, 2, 5, 0, 2, 12, 1, 3, 7, 9, 4, 4, 2, 3, 8, 2, 0, 15, 4, 11, 3, 2, 11, 25, 0, 6, 1, 9, 6, 11, 1, 7, 0, 1, 1, 1, 3, 3, 6, 9, 6, 0, 5, 6, 0, 7, 0, 10, 17, 1, 2, 0, 5, 11, 9, 9, 16, 1, 10, 1, 1, 11, 1, 3, 8, 21, 6, 13, 5, 0, 14, 10, 10, 0, 0, 1, 3, 1, 8, 2, 17, 0, 26, 6, 1, 0, 11]"
36,planning,PMd,3.3661971830985915,18,16.499702439992067,107.1,108.4,"[2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 17, 0, 6, 7, 11, 10, 1, 1, 1, 6, 0, 0, 0, 0, 7, 12, 0, 0, 0, 0, 3, 2, 0, 9, 3, 3, 0, 1, 0, 1, 1, 1, 0, 0, 0, 5, 11, 3, 0, 2, 3, 5, 2, 0, 1, 13, 3, 2, 3, 2, 8, 0, 1, 2, 7, 2, 1, 10, 2, 4, 0, 4, 8, 2, 5, 3, 2, 2, 12, 1, 6, 4, 2, 7, 7, 1, 10, 0, 2, 2, 0, 4, 5, 2, 2, 3, 1, 1, 5, 0, 4, 0, 0, 4, 0, 2, 0, 1, 1, 11, 7, 8, 1, 7, 1, 1, 18, 1, 1, 10, 11, 1, 3, 5, 1, 4, 14, 12, 0, 0, 0, 2, 2, 6, 2, 9, 0, 18, 4, 0, 0, 4]"
37,planning,PMd,3.091549295774648,18,15.970491965879782,109.8,111.029,"[4, 1, 0, 0, 0, 0, 2, 1, 0, 5, 11, 0, 1, 16, 16, 7, 1, 0, 1, 0, 0, 1, 0, 0, 0, 9, 18, 0, 0, 0, 1, 1, 1, 15, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 2, 2, 0, 1, 3, 10, 2, 1, 2, 12, 2, 7, 4, 4, 8, 2, 1, 5, 6, 5, 0, 1, 0, 1, 1, 0, 11, 1, 4, 1, 1, 0, 12, 0, 10, 0, 1, 6, 1, 0, 3, 0, 2, 0, 2, 4, 1, 1, 8, 5, 0, 0, 4, 3, 3, 0, 7, 3, 0, 1, 0, 1, 0, 8, 11, 10, 1, 4, 0, 1, 1, 1, 1, 10, 11, 1, 2, 3, 3, 8, 8, 5, 0, 0, 0, 7, 2, 7, 6, 5, 0, 7, 3, 0, 1, 12]"
38,planning,PMd,3.880281690140845,18,17.978625272763338,112.5,113.825,"[3, 0, 2, 1, 0, 0, 1, 0, 1, 2, 16, 0, 7, 5, 9, 1, 0, 2, 3, 2, 11, 3, 0, 1, 4, 10, 8, 0, 3, 1, 2, 2, 0, 12, 2, 1, 1, 2, 0, 0, 1, 3, 2, 0, 1, 4, 2, 3, 0, 7, 11, 4, 1, 0, 3, 18, 0, 6, 5, 3, 8, 0, 3, 6, 5, 3, 1, 4, 1, 6, 1, 1, 9, 1, 2, 2, 3, 1, 7, 1, 9, 2, 1, 6, 4, 1, 2, 0, 2, 0, 2, 2, 2, 1, 13, 9, 0, 9, 1, 1, 6, 1, 5, 15, 0, 6, 0, 2, 1, 4, 8, 16, 4, 4, 2, 1, 11, 14, 2, 5, 8, 1, 5, 11, 0, 14, 7, 9, 1, 0, 0, 2, 3, 7, 6, 7, 1, 15, 6, 0, 0, 17]"
39,planning,PMd,2.683098591549296,14,10.76577068042055,115.3,116.198,"[2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 3, 14, 7, 6, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 2, 0, 0, 0, 0, 4, 1, 8, 0, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0, 1, 4, 1, 1, 1, 3, 3, 1, 0, 1, 14, 4, 2, 2, 2, 5, 2, 1, 2, 2, 0, 1, 3, 2, 5, 1, 0, 8, 0, 4, 1, 1, 6, 12, 0, 8, 0, 6, 5, 5, 0, 6, 0, 2, 0, 1, 1, 0, 5, 4, 8, 0, 1, 6, 0, 9, 0, 0, 4, 0, 1, 0, 2, 3, 10, 4, 6, 1, 1, 0, 1, 11, 0, 1, 9, 6, 0, 5, 2, 0, 8, 8, 3, 0, 0, 3, 12, 2, 7, 5, 6, 1, 11, 5, 0, 0, 6]"
40,planning,PMd,4.464788732394366,29,27.037492560999798,117.7,119.224,"[2, 1, 0, 10, 0, 0, 3, 0, 1, 11, 29, 4, 8, 13, 15, 7, 1, 2, 9, 6, 13, 3, 1, 1, 1, 7, 12, 9, 2, 1, 4, 4, 0, 11, 2, 1, 2, 0, 3, 0, 4, 1, 0, 0, 1, 3, 1, 1, 0, 1, 8, 2, 0, 0, 4, 15, 0, 6, 2, 3, 14, 0, 2, 5, 5, 1, 0, 0, 4, 9, 3, 1, 6, 2, 6, 3, 7, 3, 14, 0, 8, 1, 4, 13, 1, 2, 10, 0, 2, 0, 1, 3, 2, 4, 22, 4, 0, 4, 5, 0, 5, 2, 0, 7, 1, 3, 0, 3, 6, 7, 6, 9, 0, 2, 2, 3, 7, 21, 1, 11, 12, 1, 3, 6, 0, 6, 17, 17, 0, 1, 0, 0, 6, 9, 1, 9, 0, 15, 1, 0, 0, 12]"
41,planning,PMd,2.6619718309859155,20,12.167427097798054,120.6,121.546,"[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 20, 6, 5, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 5, 0, 1, 0, 1, 4, 2, 2, 0, 2, 1, 1, 0, 0, 1, 2, 0, 0, 1, 3, 1, 0, 0, 2, 6, 2, 2, 0, 2, 17, 1, 2, 4, 2, 9, 0, 2, 1, 4, 3, 2, 2, 0, 7, 2, 0, 8, 0, 6, 4, 1, 1, 8, 0, 6, 1, 8, 5, 3, 0, 4, 0, 1, 0, 1, 1, 2, 5, 6, 4, 0, 4, 2, 0, 2, 0, 6, 12, 0, 5, 0, 0, 4, 10, 8, 6, 3, 3, 0, 3, 8, 0, 1, 10, 16, 1, 2, 2, 0, 4, 2, 4, 0, 0, 0, 1, 3, 7, 0, 5, 0, 7, 6, 0, 0, 7]"
42,planning,PMd,3.9295774647887325,19,18.558420948224562,122.9,124.109,"[1, 1, 4, 2, 1, 3, 4, 0, 1, 3, 16, 0, 2, 18, 19, 6, 2, 1, 6, 1, 0, 2, 0, 1, 1, 7, 3, 0, 0, 0, 3, 3, 1, 6, 0, 1, 0, 1, 0, 0, 5, 3, 0, 0, 0, 5, 0, 0, 0, 0, 11, 5, 2, 0, 0, 16, 9, 5, 3, 4, 7, 0, 2, 6, 7, 0, 2, 4, 2, 10, 0, 4, 7, 2, 4, 3, 4, 7, 10, 2, 9, 2, 3, 8, 4, 4, 4, 0, 8, 0, 0, 0, 0, 4, 7, 6, 1, 5, 5, 2, 5, 1, 5, 12, 1, 4, 0, 1, 3, 11, 16, 7, 2, 6, 2, 4, 4, 1, 2, 18, 7, 5, 2, 11, 1, 10, 12, 5, 0, 0, 2, 7, 2, 6, 1, 7, 1, 18, 5, 0, 0, 8]"
43,planning,PMd,3.352112676056338,19,16.256298353501293,125.6,126.816,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 2, 10, 0, 1, 13, 10, 6, 0, 0, 1, 0, 0, 2, 2, 1, 0, 7, 16, 0, 2, 0, 2, 2, 4, 4, 1, 0, 1, 1, 0, 0, 4, 2, 1, 0, 0, 3, 4, 4, 0, 5, 9, 2, 3, 0, 1, 19, 2, 1, 0, 2, 7, 1, 3, 2, 4, 1, 1, 4, 2, 6, 2, 0, 11, 1, 2, 3, 6, 0, 8, 1, 14, 4, 3, 7, 0, 3, 6, 1, 5, 2, 3, 1, 0, 0, 5, 4, 0, 0, 2, 1, 1, 1, 3, 6, 1, 3, 0, 0, 0, 10, 11, 13, 2, 7, 1, 2, 5, 5, 0, 5, 10, 5, 3, 13, 6, 13, 10, 8, 0, 0, 1, 0, 1, 4, 4, 16, 2, 7, 2, 0, 1, 14]"
44,planning,PMd,1.9647887323943662,13,7.1466474905772674,128.2,128.979,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 0, 2, 9, 11, 2, 0, 0, 0, 1, 0, 1, 0, 3, 2, 6, 1, 0, 1, 0, 1, 6, 2, 5, 3, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 4, 2, 0, 0, 1, 13, 2, 0, 5, 0, 4, 0, 0, 1, 6, 3, 0, 1, 0, 8, 0, 0, 5, 0, 1, 3, 2, 5, 10, 0, 5, 0, 1, 3, 1, 1, 3, 0, 1, 1, 0, 0, 0, 5, 3, 3, 1, 7, 3, 1, 4, 0, 0, 4, 0, 2, 1, 3, 0, 1, 3, 4, 3, 7, 2, 2, 4, 0, 0, 1, 6, 1, 6, 1, 0, 4, 3, 1, 0, 0, 0, 0, 0, 4, 1, 2, 0, 8, 0, 0, 1, 6]"
45,planning,PMd,3.232394366197183,18,15.150218210672485,130.7,131.783,"[4, 1, 0, 0, 2, 2, 0, 0, 0, 5, 7, 0, 4, 12, 14, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 1, 0, 0, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 3, 6, 3, 0, 4, 4, 8, 3, 0, 1, 17, 6, 5, 4, 0, 9, 1, 0, 8, 2, 2, 1, 4, 3, 6, 1, 0, 9, 1, 9, 7, 0, 1, 9, 0, 7, 0, 0, 11, 3, 0, 4, 0, 3, 0, 3, 4, 8, 3, 5, 4, 0, 2, 5, 0, 4, 1, 0, 4, 0, 0, 0, 3, 0, 5, 4, 18, 3, 10, 3, 4, 6, 1, 0, 3, 8, 3, 10, 3, 0, 8, 6, 13, 0, 0, 0, 1, 7, 9, 1, 11, 0, 12, 1, 0, 0, 11]"
46,planning,PMd,5.380281690140845,32,38.9539773854394,133.4,135.126,"[4, 6, 4, 1, 0, 0, 2, 1, 7, 0, 30, 1, 5, 18, 11, 13, 1, 0, 1, 6, 0, 0, 0, 5, 2, 15, 9, 0, 0, 0, 2, 4, 3, 20, 3, 0, 1, 2, 0, 0, 1, 3, 1, 1, 0, 9, 5, 2, 0, 1, 10, 5, 4, 0, 7, 32, 0, 6, 3, 3, 17, 0, 5, 6, 3, 3, 1, 9, 4, 14, 1, 0, 16, 4, 5, 2, 2, 4, 18, 1, 11, 4, 3, 5, 11, 0, 11, 0, 3, 2, 2, 6, 4, 5, 13, 15, 2, 10, 13, 1, 6, 0, 5, 16, 1, 0, 0, 1, 1, 13, 17, 10, 3, 4, 1, 0, 22, 2, 3, 15, 15, 0, 7, 6, 0, 5, 13, 6, 0, 1, 1, 3, 7, 16, 4, 14, 1, 20, 7, 0, 0, 12]"
47,planning,PMd,5.246478873239437,27,36.39699464391986,136.7,138.451,"[2, 1, 1, 6, 2, 1, 1, 0, 0, 1, 27, 0, 4, 19, 23, 8, 3, 0, 7, 6, 1, 6, 0, 0, 2, 12, 2, 0, 0, 0, 4, 7, 1, 7, 5, 2, 2, 1, 1, 1, 1, 7, 0, 0, 1, 6, 7, 3, 0, 4, 4, 4, 1, 0, 3, 23, 2, 6, 4, 0, 10, 1, 5, 9, 7, 3, 1, 3, 2, 7, 1, 1, 12, 0, 7, 1, 4, 6, 19, 0, 11, 0, 9, 7, 2, 1, 7, 0, 4, 4, 2, 5, 4, 2, 5, 14, 0, 7, 6, 1, 12, 0, 9, 16, 0, 1, 0, 5, 13, 12, 13, 14, 1, 10, 0, 5, 10, 3, 1, 19, 23, 4, 8, 15, 0, 10, 22, 11, 0, 0, 1, 6, 3, 8, 1, 13, 1, 27, 5, 0, 0, 11]"
48,planning,PMd,5.570422535211268,31,46.498561793294975,140.3,142.117,"[5, 0, 0, 0, 0, 1, 8, 0, 3, 8, 31, 0, 5, 15, 19, 14, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 22, 2, 4, 0, 0, 1, 0, 16, 5, 0, 1, 2, 2, 1, 4, 12, 0, 0, 0, 3, 4, 1, 0, 1, 11, 4, 1, 0, 5, 30, 3, 12, 4, 8, 16, 5, 0, 4, 16, 5, 2, 4, 1, 17, 2, 2, 12, 3, 3, 4, 7, 4, 16, 2, 14, 2, 3, 14, 2, 2, 10, 2, 4, 1, 0, 3, 7, 1, 21, 14, 1, 0, 6, 0, 5, 0, 3, 11, 0, 1, 0, 3, 3, 11, 19, 16, 4, 14, 0, 0, 11, 5, 0, 3, 21, 3, 7, 12, 1, 23, 17, 18, 0, 0, 0, 0, 7, 4, 4, 16, 1, 12, 7, 0, 0, 23]"
49,planning,PMd,4.140845070422535,22,23.543542947827813,143.7,145.12,"[0, 0, 1, 1, 3, 2, 1, 0, 0, 2, 17, 0, 1, 13, 15, 6, 2, 1, 3, 2, 3, 2, 0, 0, 3, 8, 13, 0, 0, 1, 2, 3, 0, 9, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 6, 3, 5, 0, 5, 6, 4, 2, 0, 4, 22, 3, 4, 1, 2, 15, 0, 3, 6, 13, 6, 6, 5, 2, 8, 1, 0, 11, 1, 5, 3, 2, 0, 14, 0, 8, 3, 2, 10, 1, 0, 1, 0, 2, 1, 0, 10, 3, 4, 5, 4, 0, 7, 5, 1, 9, 1, 5, 10, 0, 2, 1, 12, 2, 11, 17, 11, 5, 5, 2, 1, 11, 12, 2, 7, 11, 1, 6, 4, 0, 6, 7, 20, 0, 0, 0, 2, 2, 5, 3, 11, 0, 22, 3, 0, 2, 4]"
50,planning,PMd,4.225352112676056,25,26.695695298551872,146.6,147.91,"[0, 0, 1, 0, 1, 3, 1, 0, 2, 2, 19, 0, 5, 15, 25, 9, 0, 0, 5, 2, 6, 2, 0, 0, 2, 11, 2, 0, 0, 0, 4, 4, 1, 10, 1, 0, 0, 1, 2, 0, 3, 2, 0, 0, 2, 6, 4, 0, 0, 1, 14, 5, 1, 0, 4, 22, 3, 8, 3, 7, 4, 2, 1, 6, 9, 0, 2, 8, 2, 5, 1, 1, 7, 1, 12, 3, 1, 0, 11, 0, 9, 5, 6, 10, 4, 0, 8, 0, 2, 0, 0, 6, 0, 4, 3, 8, 0, 5, 7, 1, 6, 0, 2, 7, 2, 0, 1, 1, 9, 9, 17, 13, 1, 5, 0, 3, 7, 2, 1, 10, 10, 3, 4, 7, 0, 16, 10, 20, 0, 0, 3, 4, 3, 6, 0, 11, 0, 24, 2, 0, 0, 6]"
51,planning,PMd,5.014084507042254,24,33.88712557032334,149.3,151.141,"[0, 0, 1, 0, 3, 0, 0, 0, 1, 4, 10, 0, 6, 16, 22, 4, 2, 0, 1, 0, 0, 4, 0, 0, 0, 7, 16, 0, 1, 0, 4, 2, 0, 7, 0, 2, 1, 0, 2, 2, 17, 5, 1, 0, 1, 7, 5, 0, 0, 5, 9, 0, 0, 0, 7, 24, 7, 23, 3, 10, 20, 0, 4, 12, 10, 5, 1, 8, 2, 13, 2, 0, 16, 3, 3, 2, 1, 2, 19, 0, 9, 4, 1, 7, 1, 3, 11, 0, 3, 0, 1, 0, 3, 1, 17, 8, 0, 12, 10, 2, 5, 0, 4, 13, 0, 5, 3, 7, 6, 16, 5, 14, 6, 10, 1, 2, 6, 7, 1, 2, 13, 6, 6, 4, 0, 9, 16, 23, 2, 0, 0, 2, 13, 7, 4, 10, 1, 10, 13, 0, 0, 2]"
52,planning,PMd,4.309859154929577,24,25.55187462804999,152.7,154.078,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 6, 14, 0, 2, 16, 18, 4, 3, 0, 0, 0, 0, 1, 0, 1, 0, 8, 6, 0, 0, 0, 2, 4, 2, 13, 2, 0, 1, 0, 3, 0, 3, 6, 0, 0, 0, 5, 4, 0, 1, 2, 4, 3, 0, 0, 2, 15, 3, 5, 5, 4, 11, 0, 4, 7, 10, 1, 4, 4, 3, 7, 1, 1, 15, 1, 10, 3, 2, 3, 12, 4, 14, 3, 9, 5, 8, 1, 6, 0, 3, 0, 0, 5, 4, 2, 9, 12, 0, 4, 8, 4, 11, 0, 3, 10, 0, 5, 0, 1, 4, 11, 7, 24, 3, 6, 0, 2, 13, 0, 0, 4, 14, 4, 9, 14, 0, 8, 12, 5, 0, 0, 0, 3, 2, 5, 1, 13, 0, 20, 6, 0, 0, 20]"
53,planning,PMd,3.211267605633803,19,17.25114064669708,155.4,156.447,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 0, 3, 15, 9, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 10, 10, 0, 0, 0, 1, 4, 1, 7, 5, 0, 0, 1, 1, 0, 2, 2, 0, 0, 2, 4, 4, 1, 0, 8, 7, 2, 0, 0, 1, 16, 3, 5, 0, 2, 6, 0, 3, 7, 6, 3, 0, 7, 3, 11, 0, 3, 14, 0, 5, 3, 2, 5, 16, 1, 19, 1, 2, 4, 6, 3, 2, 0, 3, 2, 0, 0, 3, 1, 3, 3, 0, 2, 5, 0, 6, 1, 2, 12, 2, 1, 0, 1, 4, 6, 7, 10, 1, 4, 0, 3, 14, 1, 3, 2, 12, 0, 1, 1, 0, 4, 12, 8, 0, 0, 0, 4, 0, 2, 1, 6, 1, 13, 3, 0, 0, 8]"
54,planning,PMd,4.056338028169014,18,21.574290815314423,157.9,159.251,"[1, 0, 1, 2, 1, 0, 2, 1, 2, 1, 15, 0, 2, 13, 13, 5, 0, 1, 0, 0, 0, 1, 0, 0, 1, 9, 7, 0, 0, 0, 2, 8, 0, 11, 0, 0, 2, 1, 2, 2, 6, 2, 0, 1, 0, 4, 2, 4, 0, 1, 11, 2, 0, 0, 3, 17, 1, 2, 6, 3, 10, 3, 2, 4, 14, 3, 3, 7, 2, 8, 2, 1, 14, 1, 10, 3, 0, 5, 16, 0, 12, 1, 8, 9, 14, 1, 4, 0, 6, 2, 0, 7, 4, 4, 7, 5, 0, 8, 2, 0, 4, 0, 4, 14, 1, 2, 0, 4, 6, 10, 13, 18, 3, 2, 0, 1, 7, 0, 1, 5, 17, 8, 11, 1, 0, 7, 4, 8, 1, 0, 1, 1, 4, 7, 4, 9, 1, 18, 1, 0, 0, 5]"
55,planning,PMd,3.007042253521127,23,15.387274350327317,160.8,161.774,"[2, 0, 0, 2, 2, 1, 1, 0, 0, 4, 8, 0, 6, 6, 23, 7, 0, 0, 2, 0, 1, 3, 0, 2, 1, 9, 6, 0, 3, 0, 3, 1, 0, 6, 2, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 3, 1, 1, 0, 4, 3, 1, 0, 2, 8, 2, 1, 5, 1, 19, 0, 4, 6, 5, 0, 2, 2, 1, 15, 0, 0, 11, 0, 1, 3, 2, 1, 9, 0, 3, 3, 1, 7, 3, 1, 3, 0, 2, 0, 0, 0, 0, 0, 2, 3, 2, 4, 2, 0, 9, 0, 2, 8, 0, 0, 0, 1, 2, 11, 9, 9, 1, 3, 2, 3, 9, 5, 1, 5, 11, 0, 2, 7, 1, 8, 8, 8, 0, 0, 0, 0, 2, 12, 2, 9, 0, 7, 10, 0, 0, 5]"
56,planning,PMd,4.957746478873239,33,33.57567942868477,163.1,164.684,"[6, 4, 6, 2, 0, 0, 6, 1, 0, 4, 33, 3, 7, 11, 14, 10, 6, 1, 3, 6, 0, 4, 0, 1, 7, 15, 7, 3, 1, 0, 1, 3, 0, 7, 2, 3, 0, 1, 1, 0, 3, 5, 1, 0, 0, 4, 7, 3, 0, 1, 2, 8, 1, 0, 3, 28, 3, 5, 4, 5, 9, 1, 8, 6, 9, 2, 5, 8, 5, 8, 1, 5, 12, 2, 11, 3, 3, 1, 10, 1, 16, 2, 2, 9, 7, 3, 4, 0, 3, 1, 1, 1, 8, 2, 16, 3, 1, 1, 2, 0, 5, 0, 7, 9, 0, 1, 0, 4, 1, 12, 15, 12, 3, 6, 1, 0, 23, 5, 2, 8, 18, 8, 9, 6, 0, 9, 4, 20, 0, 0, 0, 1, 0, 5, 2, 11, 0, 25, 3, 0, 0, 15]"
57,planning,PMd,4.640845070422535,31,33.37100773656021,166.2,167.834,"[0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 12, 0, 3, 22, 13, 11, 4, 0, 0, 1, 0, 0, 0, 0, 2, 8, 1, 0, 2, 0, 3, 18, 4, 11, 0, 0, 1, 0, 1, 1, 3, 9, 0, 0, 1, 5, 4, 2, 0, 2, 10, 3, 0, 0, 2, 16, 5, 3, 5, 6, 14, 1, 3, 6, 8, 0, 0, 6, 2, 8, 0, 0, 17, 3, 10, 7, 3, 3, 16, 1, 6, 2, 5, 8, 17, 1, 5, 0, 4, 2, 0, 5, 1, 3, 9, 17, 1, 3, 5, 2, 9, 1, 0, 18, 0, 0, 0, 0, 8, 12, 11, 17, 3, 6, 2, 0, 14, 1, 0, 3, 13, 1, 6, 7, 0, 15, 19, 13, 0, 0, 0, 2, 3, 7, 3, 15, 0, 31, 5, 1, 0, 9]"
58,planning,PMd,3.711267605633803,24,19.261704026978773,169.4,170.728,"[0, 0, 1, 1, 1, 1, 2, 0, 0, 6, 10, 0, 2, 16, 12, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 1, 0, 1, 1, 2, 7, 5, 0, 2, 0, 3, 0, 2, 5, 1, 0, 1, 5, 3, 5, 0, 2, 2, 4, 1, 1, 5, 24, 0, 6, 7, 2, 8, 2, 1, 7, 8, 5, 1, 3, 3, 7, 1, 1, 10, 2, 1, 0, 3, 6, 11, 4, 14, 2, 4, 5, 7, 2, 9, 0, 7, 0, 0, 5, 1, 1, 7, 8, 0, 7, 6, 0, 5, 0, 4, 13, 0, 2, 0, 0, 3, 8, 9, 12, 1, 5, 2, 0, 13, 0, 2, 5, 16, 2, 6, 8, 0, 9, 16, 7, 0, 0, 0, 0, 2, 4, 2, 9, 0, 9, 5, 0, 0, 17]"
